feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
-0.4520374727437056,1.231287848234979,-1.2077902196441654,1.6811595789358478,1.3535722112474642,-1.4322146817089383,0.9476508777385524,1.6438847982018918,-0.21548976900163516,-0.44407836265468237,1.0
-0.6611397996845185,0.22002852708455728,1.2109339580171952,-0.2945558132028046,-1.108919172487332,0.8238404425068842,-0.08148616816318939,-1.1172691722226324,1.2324532627912754,-0.6675698610756132,0.0
1.3259358181848933,0.7390603139907486,-0.6296034658165641,0.33889432065979286,0.3614426055552244,0.10774153155019436,-0.5443896943679122,-0.32661419808787917,-0.0668207312639706,1.3279342448892717,1.0
-1.5478720631372584,1.1692640665296117,0.17101052431818176,0.8743036318126785,1.5268248349039304,-1.9672433401177916,0.767174206310873,2.3246777535268857,-0.5283969895146319,-1.5388031740591914,1.0
1.7933928769268517,-0.05006247202041723,-1.795130229780683,0.6417106419530062,-0.2499601198906647,0.8438750114380392,-0.5919425904285602,0.3472517514025095,-0.07318552575687452,1.7917731164148174,0.0
2.410461194427187,-0.16281353732693987,-1.2210466809975546,-1.1227524475449322,-0.09256738078213413,0.9042371536991242,0.056223488641966655,-0.7142478906908071,-0.32799212304170927,2.409708182638374,0.0
-1.9816727697574144,0.8654403765190046,0.34435187497446546,0.6033216020486258,-1.3658871977282445,0.6192073619641227,1.2767535576277191,1.2563594112395897,0.506721480308582,-1.9894904732538758,0.0
0.13924929750153694,-0.8443372593814371,0.7412747933394087,-0.8698341565055739,0.9172400755885556,-0.8195537358556478,-0.5398178666927486,2.860992368650907,-0.5887028862718164,0.14460366002848013,1.0
2.434027161722649,-0.7076792893692898,0.998124967379137,-0.2344828900822289,-0.20140227174865855,1.0150648001512415,0.520256321597545,-1.1016618232181845,1.3353128458207963,2.432635313253831,0.0
1.5922107569194277,-1.093867107471067,-0.24018458383901098,0.5250602893206147,-0.39070611457923754,0.9087025684231322,-0.3324377700683493,0.9273482486772944,0.15985680096770258,1.5897851671588894,0.0
0.5477519181433872,-0.8486317744819368,0.7112559979344418,0.03903701673991663,0.7981836689614431,-0.5686345010032628,-0.4401207360082959,0.11998488403018405,-0.1302940263928988,0.5523738775698349,1.0
1.6127815872608253,-0.011964953978724142,0.9838906045833224,1.9521213539378486,0.15824923148128814,0.39694269417774897,-0.30170584061347694,-1.7165784435870972,-0.7748229270517132,1.6135660138532648,1.0
-1.6802439429313474,-0.46045336812252163,1.110313380848768,-1.2899734294442962,-1.242663032293325,0.6049047271898474,-0.45813016261266487,-0.16408926507061233,0.48601187568527654,-1.687367126229402,0.0
0.9907901797793383,-1.2562917993457738,0.43003951041518573,-0.35360271683296407,0.5863411868466245,-0.21833580486525606,0.6637595965347332,-1.343745960972895,-0.9270419551739638,0.9941338354784182,1.0
1.276624261764249,-0.3300967638223378,-0.4361766257408376,-1.5951003934750767,-0.42742482935684817,0.8364654801496516,-0.6882164277242452,-1.1514959060083088,0.14544582458549107,1.2740115184991923,0.0
-1.1995970812655097,-1.697941763765882,-0.4148713319802627,-0.0118884505861045,1.4712184645430604,-1.7966882932250772,0.1824156659254775,0.41535237761654115,0.32142866832006334,-1.190884080141065,1.0
-0.75160582204927,-0.052921854122959154,-1.805702740059052,1.8609548233314184,-1.1794148837397687,0.859800970520149,-1.042501425941093,1.455375991993943,-1.272328352959259,-0.7584404040971804,0.0
-0.9330314440776644,-1.1966421901650663,0.186759229650684,-1.2882528683682097,1.5900962170496082,-1.8186969536317674,0.014099516763983846,1.5927880252478137,-1.6546961915977159,-0.9236462948645677,1.0
-0.31834086064937595,-0.1443547311646103,-0.9416196337702482,-1.0417257227880683,-1.0968881490164477,0.9286266604931553,1.6197557322557363,-0.588615015372133,2.083551936911645,-0.32473059773407154,0.0
-0.9589586071990589,-0.3672426120768432,0.8021689103704056,-0.15509904941549238,1.6748124721428757,-1.907533997319496,-0.9037583030100357,-0.036269572270535504,-0.02556576186864854,-0.949075527199771,1.0
-1.4710374568956404,0.22584863502969335,-1.2557072842889105,-1.119322520509383,-1.3609856343908748,0.7876005774106131,0.1898546956315977,0.9736888691427891,0.9368447025652991,-1.478871269841792,0.0
0.02531840699744032,1.4048737630222154,0.10552765261299879,-0.7422334713555815,-0.8520377948069547,0.8137039774524952,1.402535059092249,0.38613264930595886,0.6932818342518615,0.020331094990516097,0.0
-0.8757525322008783,1.3552125800911965,-1.3904740910779507,-1.2484459055838348,1.2485140004089024,-1.4765135553661413,0.9728884663410673,-0.2824798013992776,2.115519129615935,-0.8683709315494748,1.0
-0.33559007462076745,0.9912321958503787,0.4325347054989462,0.8535632619079845,1.340747775916793,-1.3806390359797933,-0.9333417161980311,1.0852887938336322,-0.00595707827834948,-0.3277162110830493,1.0
0.15565141296547672,0.7070320819981863,0.21693336329023027,-2.3423346170442105,-0.7948013982481223,0.8037813379063596,-0.09651059013887253,0.4119011910626793,0.11309868924585022,0.1509875474900189,0.0
0.8471439989532301,-0.43097203508161086,-0.4258052155915203,0.8993061919057054,0.5350054466014185,-0.21850000278231935,0.23432977430983232,0.5721605033310772,0.27309778278507163,0.8501998992908397,1.0
0.103250159187402,-0.18013836327387311,0.5264940812453679,0.4710320642436818,1.0298538433212596,-0.9381650817020671,-0.08444906790070093,1.2196258866696632,-0.9216790583762846,0.10926655830041894,1.0
-0.49461665490592105,-0.3247404914818455,-0.6878261994582671,-0.8169817228543486,1.1683220441369933,-1.2715919273386844,0.11799088947802451,0.21553332198527117,-0.2237568098991111,-0.48773766943093994,1.0
-0.6016000193480767,0.48959624385731587,0.051013563918235465,-0.5731460962292677,1.2606550584922356,-1.3950916341839026,0.6948926843717739,-1.2283491885590732,2.114315537978769,-0.5941714296732432,1.0
0.8056488585223097,-0.4512705517184584,0.926407559130209,-1.295009155995034,0.4643395510845806,-0.16578524899819758,0.07342371637043413,2.0062624338983555,-0.14333636243335207,0.8082949472909328,1.0
-0.7390101531171374,-0.24392942458258787,0.4714852045670632,-0.18885863685607496,-1.1694897596514682,0.8546902655592649,-1.8554444897388158,-1.158791364013341,-1.2423150589711098,-0.7457877701385551,0.0
-1.7345739790586192,0.06735268323035508,-0.08113587029730715,1.673066365360865,-1.4953210909719663,0.8252422412126142,-1.6303573419997157,-0.189563962263599,0.2191679444510982,-1.7431706455034006,0.0
-0.73949603736295,-0.12323925850106203,-0.5843234656223755,0.9809706934480718,1.1217465951562182,-1.3105564195477097,1.5591863028955992,1.4065815684429115,0.0692692692158971,-0.7328680767105937,1.0
1.9253420877034748,-1.9365283576766756,-0.12789338996700392,-1.7842438887172138,-0.29690124466192497,0.9329415706402401,-1.2537519920563647,0.4612600258384304,0.7351696878876237,1.9234361115166192,0.0
2.129718926162513,-0.12003623546278269,0.034359663330128576,1.0959530816097132,-0.3330893898212864,1.0363887558956675,2.8505693677152233,-1.6570211238154051,0.7683936797159433,2.1275832951158877,0.0
0.9771747453381189,1.5133036000605633,0.31477014418005744,0.2016889847956157,0.3281828848938212,0.020994945685504248,0.2493851661816613,-0.3378278740172132,0.3724355068848483,0.9790091660925695,1.0
-0.7609396014003016,-0.16004003236499736,-1.0897046851209744,-0.44245394019704215,1.0937899990371367,-1.2914050883524244,-0.6249796522568652,-0.9427899100708403,0.8345930503741023,-0.7544733280276933,1.0
1.3554321617070366,0.05862235475250724,0.8150358327651839,0.5327452405768021,0.44104999139920875,0.04251190005790347,1.3416278366974024,1.023555669067043,-1.0102430395703321,1.357893767138291,1.0
-1.2986122807426215,0.6232692783574881,-0.09133891548220562,-0.9058355873311025,-1.3426222663162566,0.8286732496625253,0.22171531037867884,1.197146122861545,-0.6135671377753691,-1.3063537768266344,0.0
0.5776550689059957,-2.077557843363198,-1.8177870244414356,0.5957293162102993,-0.8231689853454565,0.9735797568576013,-0.882603620638738,-0.0796808628246997,-0.17946816200334703,0.5727882170979176,0.0
-2.1930249477551715,1.225493046713708,-0.5251559212978281,0.2934053852692815,-1.5200027036004176,0.6932222646672211,0.8293325288911475,-1.1028345784556035,-0.535734113948626,-2.2017258106492026,0.0
0.2979469072818521,-1.4227870174640644,-1.262400298880852,1.076468663586456,-0.9041645168260772,0.9553387273698652,-1.385959250759885,-0.5904015226590078,-2.888998696088319,0.292630700899087,0.0
-0.3558069669295146,1.00915778774759,0.5534814441548422,1.558940892579708,1.150152599894434,-1.2073882739309068,-0.7983887781852612,-0.22815828818804876,0.9006732661370279,-0.3490464618927175,1.0
-0.17633493986087603,-1.0070495028242825,1.8271533412528151,-0.5421210111035482,-0.8748306339503668,0.7669131479780595,-0.21490108068282632,-0.849963273516209,-0.8113170419528162,-0.18143792103855477,1.0
-0.6848221118626467,1.3543173967820858,-1.2471897816898716,-0.27742056240681034,-1.1468904395308885,0.8516964591206265,0.2116224744021054,1.027966851125155,1.2969236017503945,-0.6914722578773861,0.0
-0.7957441023617345,0.4774539486611782,0.803013367342542,0.6096191610157504,-1.1592522526219062,0.825792562238141,-0.4265324585927967,0.3844516674030016,-0.8528137460121293,-0.8024568458204581,0.0
0.202278450262328,0.43821216646587063,-2.0097841388646853,-1.5195217711067217,-0.8042383925480133,0.8284979538964214,0.048833419723481895,-0.2615410698602079,0.7115171364349411,0.19755528132323882,0.0
