feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
0.828903153067914,0.46605115280950093,0.7386352985130381,0.9230388645765376,-1.6772216768573776,0.9238643351607138,-0.09937503077994374,-0.5468478763379337,2.658144656421364,0.11490715048478409,0.2705517875921317,0.5737817350555687,0.0817848138621727,1.097111392856952,-0.9578526495520521,-0.23369928622671077,0.046483744827221965,-0.07540636830832947,1.9556808858309205,-0.36005703767978614,0.0
0.9945036145952381,0.0981230719556279,-0.19120521256609058,0.36172205726572193,-0.01728498776340891,0.3603341798531841,2.692852834181466,-0.5190655233070143,0.0780849808712752,2.169512222432267,-0.36557110785925884,0.9306787013134151,-0.3247885016703007,-0.1915439002975552,0.5652160084092189,0.48228621649393005,-0.38183205767075323,0.3841682873709563,-0.035051351826036484,0.18581627585539331,1.0
0.7935966652976472,-0.6108847987047362,0.49695105571522125,1.0982579830801453,-1.1852779375406826,1.0978804311993884,0.5639423905494769,0.1797277190756784,-0.9434639481459124,0.2499786670169303,1.8043316867588581,-0.696222290362949,0.5277061980129282,-1.3303409793464906,0.2710986798612766,0.1778904961409884,-0.9780466783836437,0.9166920365447334,0.7277186992042258,-0.23943065654179221,1.0
-1.1485278336162754,-0.07391677643650386,0.47652515085168773,-0.7180291542362479,-0.9337109024602437,-0.7149288963028612,-0.23765588825619377,-0.8382525523408152,0.38445528808977497,1.2297758244878492,-1.1166546753979454,0.9292187093765202,1.9219668867783688,-1.4827635314039176,0.040379601153280154,-1.0731346077029515,0.6826447385053374,-1.510678864508031,1.8219706267224154,0.25735722138124795,0.0
-0.014746733626009525,0.18066970489533188,-1.5571969274490218,-1.0683245134534256,0.23487569281878984,-1.071780402576371,-1.7632277883001046,0.9912236440004827,-0.7819957192036845,1.3199994450183414,-0.8489474269832962,0.7472252583232698,1.4541416346186622,1.4069398673361244,-0.1882104217573921,1.1089682221651191,-0.42871111607477547,0.6411981948499622,-1.7182567338519226,-1.2116188680735436,1.0
-0.0872921911328782,0.4118435845238689,-0.10487706145070393,0.633602577352898,1.9486373619134334,0.6319905843485799,-0.8550914635249905,-0.7287508494010809,0.5307992521257371,0.08961043615312043,0.5412169792359254,-0.25194349475340244,0.7553717913931244,-0.43860654435548796,-0.11003259154703587,0.570134833683214,0.06294008914479385,0.9019757951994486,-0.30215916983441277,0.7206299302469079,1.0
1.13897423391148,0.2011565531082344,0.3860994839587884,0.7374182742730215,-1.7175097463294389,0.7373514243746118,-0.26876860969920024,-0.46953364964104183,-0.6838943389472412,-0.6260168346110316,-0.6138516698035928,-0.05768899696333595,0.5782832465417745,0.7116708275280778,-0.6536690311283004,0.05685278373205374,0.5164023959035332,-1.4444989908181145,-1.6717625100321303,-0.9001029812490837,1.0
-0.2078660611243781,1.0617702273520395,-1.5019793209347552,-0.8793480642340681,0.9192095853350601,-0.8829767722535481,0.9407753342874143,0.860709753137997,1.2593034514691024,0.8421537769446876,-0.4471634981142917,-0.25310385610393393,-0.48419122887022714,-1.2264251103802812,0.0922030911791598,1.1757441374875477,-0.7831902257573238,-0.6884094867873938,-0.8514510387250783,1.5713884733443386,1.0
0.8518624550781673,0.5942322533891015,0.4519433970126603,-0.4243472571601215,0.414298008662282,-0.4219086192508972,-0.4139439746742668,-1.0634377314263757,-0.49615738707138624,-0.08507758994286921,0.8177677876042975,0.5327730911424352,-1.128733490445344,0.43591815094003816,0.6868478741156349,-0.8375603302484472,0.780221545118625,0.6586255318528408,-0.6089959871705989,1.6930814408372585,0.0
1.5440479548559893,-0.4078615447626608,0.5686763448453931,-1.2635815480927974,-0.0639516369724048,-1.2590867298980803,1.3742193932098823,-0.1461825830921593,-0.7669122887842319,-0.26888806250306047,0.22316533019165066,2.094733419967713,2.0961469850038035,-1.5629148935698438,1.0045267399037228,-1.5662463230375687,-0.361949067421443,-2.171898380140494,0.20486558812934924,-0.004793233410571034,0.0
